Alloy,Tensile Strength: Ultimate (UTS) (psi),Melting Completion (Liquidus),Al,As,B,C,Ca,Ce,Co,Cr,Cu,Fe,La,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
ASTM-A356-Grade-10-J22090-Cast-Steel,670.0,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.4,0.0,95.5,0.0,0.0,0.65,1.05,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A356-Grade-2-J12523-Cast-Steel,510.0,1470.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,98.625,0.0,0.0,0.35,0.55,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A356-Grade-5-J12540-Cast-Steel,550.0,1470.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.55,0.0,98.15,0.0,0.0,0.35,0.5,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A356-Grade-6-J12073-Cast-Steel,550.0,1460.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.25,0.0,97.15,0.0,0.0,0.65,0.55,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A356-Grade-8-J11697-Cast-Steel,630.0,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.25,0.0,96.4,0.0,0.0,0.7,1.05,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0
ASTM-A356-Grade-9-J21610-Cast-Steel,670.0,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.25,0.0,96.2,0.0,0.0,0.7,1.05,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.4,0.0,0.0,0.0,0.275,0.0,0.0,0.0
ASTM-A36-SS400-S275-Structural-Carbon-Steel,480.0,1460.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP1-Molybdenum-Steel,430.0,1470.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,98.43,0.0,0.0,0.55,0.545,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP11-Cr-Mo-Steel,470.0,1460.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.25,0.0,96.9,0.0,0.0,0.4499999999999999,0.545,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP12-Cr-Mo-Steel,470.0,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.05,0.0,97.6,0.0,0.0,0.4549999999999999,0.545,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP2-Cr-Mo-Steel,430.0,1470.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.655,0.0,98.0,0.0,0.0,0.4549999999999999,0.545,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP21-Cr-Mo-Steel,470.0,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.05,0.0,95.25,0.0,0.0,0.4499999999999999,0.95,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP22-Cr-Mo-Steel,470.0,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.25,0.0,95.95,0.0,0.0,0.4499999999999999,0.985,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP5-Cr-Mo-Steel,470.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,5.0,0.0,93.7,0.0,0.0,0.4499999999999999,0.55,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP9-Cr-Mo-Steel,470.0,1450.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,9.0,0.0,88.69999999999999,0.0,0.0,0.4499999999999999,1.0,0.0,0.0,0.0,0.0,0.015,0.0,0.015,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FP91-High-Chromium-Steel,670.0,1460.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,8.75,0.0,88.8,0.0,0.0,0.4499999999999999,0.975,0.05,0.08,0.2,0.0,0.0125,0.0,0.0125,0.0,0.35,0.0,0.0,0.005,0.215,0.0,0.0,0.005
ASTM-A369-Grade-FP92-High-Chromium-Steel,710.0,1490.0,0.01,0.0,0.0035,0.1,0.0,0.0,0.0,9.0,0.0,87.44999999999999,0.0,0.0,0.4499999999999999,0.4499999999999999,0.05,0.065,0.2,0.0,0.01,0.0,0.005,0.0,0.25,0.0,0.0,0.005,0.2,1.75,0.0,0.005
ASTM-A369-Grade-FPA-Carbon-Steel,380.0,1460.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,98.965,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A369-Grade-FPB-Carbon-Steel,470.0,1460.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,98.855,0.0,0.0,0.6950000000000001,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-A-Carbon-Steel,500.0,1460.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,99.075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-B-Carbon-Steel,600.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,98.875,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-C-Carbon-Steel,710.0,1460.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,98.675,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-D-Carbon-Steel,810.0,1460.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,1.6,0.22,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-E-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,97.65,0.0,0.0,0.65,0.2,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-F-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.0,0.0,97.35,0.0,0.0,0.85,0.2,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-G-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.525,0.0,97.9,0.0,0.0,0.85,0.2,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-H-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.525,0.0,97.8,0.0,0.0,0.925,0.2,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-J-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,1.0,0.0,97.25,0.0,0.0,0.925,0.2,0.0,0.0,0.0,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-K-Alloy-Steel,780.0,1460.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.4,0.0,95.0,0.0,0.0,0.25,0.4,0.0,0.0,2.65,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-L-Alloy-Steel,1160.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.8,0.0,95.75,0.0,0.0,0.7,0.25,0.0,0.0,1.85,0.0,0.0075,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A372-Grade-M-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,1.75,0.0,93.8,0.0,0.0,0.3,0.5,0.0,0.0,3.35,0.0,0.0075,0.0,0.005,0.0,0.15,0.0,0.0,0.0,0.04,0.0,0.0,0.0
ASTM-A387-Grade-11-K11789-1.25Cr-0.5Mo-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.25,0.0,96.9,0.0,0.0,0.525,0.55,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-12-K11757-1Cr-0.5Mo-Steel,652.4829777576033,1470.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.0,0.0,97.6,0.0,0.0,0.525,0.525,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-2-S50460-0.5Cr-0.5Mo-Steel,652.4829777576033,1470.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.65,0.0,97.7,0.0,0.0,0.675,0.525,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-21-K31545-3Cr-1Mo-Steel,652.4829777576033,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.05,0.0,95.2,0.0,0.0,0.4499999999999999,1.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-21L-Class-1-3Cr-1Mo-Steel,500.0,1470.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,3.05,0.0,95.25,0.0,0.0,0.4499999999999999,1.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-22-K21590-2.25Cr-1Mo-Steel,652.4829777576033,1470.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.25,0.0,95.95,0.0,0.0,0.4499999999999999,1.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-22L-Class-1-2.25Cr-1Mo-Steel,500.0,1470.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,2.25,0.0,96.0,0.0,0.0,0.4499999999999999,1.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-5-S50200-5Cr-0.5Mo-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,5.0,0.0,93.7,0.0,0.0,0.4499999999999999,0.55,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-A387-Grade-9-K90941-9Cr-1Mo-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,9.0,0.0,88.94999999999999,0.0,0.0,0.4499999999999999,1.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.5,0.0,0.0,0.0,0.02,0.0,0.0,0.0
ASTM-A387-Grade-91-Class-2-K90901-9Cr-1Mo-Steel,670.0,1460.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,8.75,0.0,88.8,0.0,0.0,0.4499999999999999,0.975,0.05,0.08,0.2,0.0,0.01,0.0,0.005,0.0,0.35,0.0,0.0,0.005,0.215,0.0,0.0,0.005
ASTM-F15-1.3981-K94610-Fe-Ni-Co-Sealing-Alloy,652.4829777576033,1410.0,0.05,0.0,0.0,0.02,0.0,0.0,17.0,0.1,0.1,53.15,0.0,0.05,0.25,0.1,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.05
ASTM-Grade-HC-28Cr-J92605-Cast-Stainless-Steel,430.0,1410.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,28.0,0.0,67.95,0.0,0.0,0.5,0.25,0.0,0.0,2.0,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HD-28Cr-5Ni-J93005-Cast-Stainless-Steel,590.0,1410.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,28.0,0.0,64.2,0.0,0.0,0.75,0.25,0.0,0.0,5.5,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HE-29Cr-9Ni-J93403-Cast-Stainless-Steel,670.0,1400.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,28.0,0.0,59.85,0.0,0.0,1.0,0.25,0.0,0.0,9.5,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HF-19Cr-9Ni-J92603-Cast-Stainless-Steel,550.0,1410.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,20.5,0.0,66.9,0.0,0.0,1.0,0.25,0.0,0.0,10.0,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HG10-MNN-19Cr-12Ni-4Mn-J92604-Cast-Stainless-Steel,590.0,1420.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,19.5,0.25,62.2,0.0,0.0,4.0,0.35,0.25,0.6,12.5,0.0,0.02,0.0,0.015,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HH-25Cr-12Ni-J93503-Cast-Stainless-Steel,580.0,1400.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,26.0,0.0,58.85,0.0,0.0,1.0,0.25,0.0,0.0,12.5,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HI-28Cr-15Ni-J94003-Cast-Stainless-Steel,550.0,1400.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,28.0,0.0,53.35,0.0,0.0,1.0,0.25,0.0,0.0,16.0,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HK-25Cr-20Ni-J94224-Cast-Stainless-Steel,500.0,1400.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,26.0,0.0,51.3,0.0,0.0,1.0,0.25,0.0,0.0,20.0,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HL-29Cr-20Ni-N08604-Cast-Stainless-Steel,500.0,1390.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,30.0,0.0,47.3,0.0,0.0,1.0,0.25,0.0,0.0,20.0,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HN-20Cr-25Ni-J94213-Cast-Stainless-Steel,500.0,1400.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,21.0,0.0,51.35,0.0,0.0,1.0,0.25,0.0,0.0,25.0,0.0,0.02,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HP-26Cr-35Ni-N08705-Cast-Stainless-Steel,490.0,1370.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,26.0,0.0,35.95,0.0,0.0,1.0,0.25,0.0,0.0,35.0,0.0,0.02,0.0,0.02,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-HT-15Cr-35Ni-N08605-Cast-Stainless-Steel,500.0,1390.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,17.0,0.0,44.95,0.0,0.0,1.0,0.25,0.0,0.0,35.0,0.0,0.02,0.0,0.02,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LC1-J12522-Cast-Carbon-Molybdenum-Steel,540.0,1470.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,98.325,0.0,0.0,0.65,0.55,0.0,0.0,0.0,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LC2-1-J42215-Cast-Alloy-Steel,810.0,1460.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.65,0.0,93.9,0.0,0.0,0.65,0.4499999999999999,0.0,0.0,3.0,0.0,0.02,0.0,0.0225,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LC2-J22500-Cast-Nickel-Steel,570.0,1460.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,96.4,0.0,0.0,0.65,0.0,0.0,0.0,2.5,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LC3-J31550-Cast-Nickel-Steel,570.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,95.45,0.0,0.0,0.65,0.0,0.0,0.0,3.5,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LC4-J41500-Cast-Nickel-Steel,570.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,94.45,0.0,0.0,0.65,0.0,0.0,0.0,4.5,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LC9-J31300-Cast-Nickel-Steel,660.0,1450.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.25,0.15,89.45,0.0,0.0,0.45,0.1,0.0,0.0,9.25,0.0,0.02,0.0,0.0225,0.0,0.225,0.0,0.0,0.0,0.015,0.0,0.0,0.0
ASTM-Grade-LCA-J02504-Cast-Carbon-Steel,500.0,1460.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.15,98.45,0.0,0.0,0.35,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LCB-J03003-Cast-Carbon-Steel,540.0,1450.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,98.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTM-Grade-LCC-J02505-Cast-Carbon-Manganese-Steel,570.0,1450.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,98.45,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E100C-K3 or E69C-K3 Weld Metal,770.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.075,0.175,95.55,0.0,0.0,1.525,0.45,0.0,0.0,1.5,0.0,0.0125,0.0,0.0125,0.0,0.4,0.0,0.0,0.0,0.015,0.0,0.0,0.0
AWS E110C-K3 or E76C-K3 Weld Metal,870.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.075,0.175,95.55,0.0,0.0,1.525,0.45,0.0,0.0,1.5,0.0,0.0125,0.0,0.0125,0.0,0.4,0.0,0.0,0.0,0.015,0.0,0.0,0.0
AWS E110C-K4 or E76C-K4 Weld Metal,850.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.4,0.175,95.25,0.0,0.0,1.525,0.45,0.0,0.0,1.5,0.0,0.0125,0.0,0.0125,0.0,0.4,0.0,0.0,0.0,0.015,0.0,0.0,0.0
AWS E120C-K4 or E83C-K4 Weld Metal,950.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.4,0.175,95.25,0.0,0.0,1.525,0.45,0.0,0.0,1.5,0.0,0.0125,0.0,0.0125,0.0,0.4,0.0,0.0,0.0,0.015,0.0,0.0,0.0
AWS E16-8-2 (W36810) Weld Metal,620.0,1440.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,15.5,0.375,72.25,0.0,0.0,1.5,1.5,0.0,0.0,8.5,0.0,0.015,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E209 (W32210) Weld Metal,770.0,1420.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,22.25,0.375,57.9,0.0,0.0,5.5,2.25,0.2,0.0,10.75,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0
AWS E219 (W32310) Weld Metal,690.0,1400.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,20.25,0.375,63.0,0.0,0.0,9.0,0.375,0.2,0.0,6.25,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E2209 (W39209) Weld Metal,770.0,1440.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,22.5,0.375,62.650000000000006,0.0,0.0,1.25,3.0,0.14,0.0,9.5,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E240 (W32410) Weld Metal,770.0,1390.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,18.0,0.375,63.5,0.0,0.0,12.0,0.375,0.2,0.0,5.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E2553 (W39553) Weld Metal,850.0,1440.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,25.5,2.0,59.85,0.0,0.0,1.0,3.4,0.175,0.0,7.5,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E2593 (W39593) Weld Metal,850.0,1430.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,25.5,2.25,57.6,0.0,0.0,1.0,3.4,0.165,0.0,9.5,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E2594 (W39594) Weld Metal,850.0,1440.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,25.5,0.375,58.8,0.0,0.0,1.25,4.0,0.25,0.0,9.25,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E2595 (W39595) Weld Metal,850.0,1450.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,25.5,0.95,57.95,0.0,0.0,1.25,3.5,0.25,0.0,9.25,0.0,0.015,0.0,0.0125,0.0,0.6,0.0,0.0,0.0,0.0,0.7,0.0,0.0
AWS E307 (W30710) Weld Metal,660.0,1420.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,19.75,0.375,64.4,0.0,0.0,4.05,1.0,0.0,0.0,9.85,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E308 (W30810) Weld Metal,620.0,1420.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,19.5,0.375,67.7,0.0,0.0,1.5,0.375,0.0,0.0,10.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E308H Weld Metal,620.0,1420.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,19.5,0.375,67.7,0.0,0.0,1.5,0.375,0.0,0.0,10.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E308L (W30813) Weld Metal,580.0,1420.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,19.5,0.375,67.7,0.0,0.0,1.5,0.375,0.0,0.0,10.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E308LMo (W30823) Weld Metal,580.0,1440.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,19.5,0.375,65.05,0.0,0.0,1.5,2.5,0.0,0.0,10.5,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E308Mo (W30820) Weld Metal,620.0,1440.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,19.5,0.375,65.05,0.0,0.0,1.5,2.5,0.0,0.0,10.5,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E309 (W30910) Weld Metal,620.0,1410.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,23.5,0.375,60.65,0.0,0.0,1.5,0.375,0.0,0.0,13.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E309H Weld Metal,620.0,1410.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,23.5,0.375,60.65,0.0,0.0,1.5,0.375,0.0,0.0,13.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E309L (W30913) Weld Metal,580.0,1420.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,23.5,0.375,60.7,0.0,0.0,1.5,0.375,0.0,0.0,13.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS E309LMo (W30923) Weld Metal,580.0,1430.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,23.5,0.375,58.55,0.0,0.0,1.5,2.5,0.0,0.0,13.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
